department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
Analytics,region_15,Bachelor's,m,other,2,30,5.0,5,0,84,0
Finance,region_32,Bachelor's,f,other,1,31,3.0,9,0,64,0
Sales & Marketing,region_5,Bachelor's,m,sourcing,1,31,3.0,7,0,50,0
HR,region_2,Master's & above,m,other,1,52,3.0,11,0,53,0
Technology,region_2,Bachelor's,m,other,1,36,1.0,5,0,80,0
Sales & Marketing,region_1,Master's & above,f,other,2,30,1.0,4,0,52,0
Sales & Marketing,region_2,Unidentified,m,other,1,25,3.0,4,0,53,0
Sales & Marketing,region_25,Bachelor's,m,other,1,36,3.0,2,0,53,0
Sales & Marketing,region_14,Bachelor's,m,other,2,38,5.0,9,0,48,0
Operations,region_6,Bachelor's,f,sourcing,1,32,5.0,5,0,63,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,2,47,1.0,5,0,53,0
Technology,region_2,Master's & above,f,other,1,35,2.0,6,0,84,0
HR,region_2,Bachelor's,f,sourcing,1,34,5.0,4,0,46,0
Sales & Marketing,region_31,Bachelor's,m,sourcing,1,27,3.0,2,0,49,0
Analytics,region_32,Unidentified,m,sourcing,1,27,4.0,4,0,81,0
Finance,region_27,Bachelor's,m,sourcing,1,24,5.0,2,0,58,0
Procurement,region_2,Bachelor's,f,sourcing,1,26,0.0,1,0,72,0
Sales & Marketing,region_27,Bachelor's,m,other,1,29,3.0,4,0,43,0
Sales & Marketing,region_26,Bachelor's,m,sourcing,1,41,1.0,13,0,49,0
Finance,region_2,Bachelor's,m,other,1,32,2.0,1,0,59,0
Analytics,region_27,Bachelor's,m,sourcing,2,26,4.0,4,0,85,0
Sales & Marketing,region_2,Unidentified,m,other,1,33,5.0,5,0,48,0
Operations,region_31,Bachelor's,f,sourcing,1,32,4.0,6,0,58,0
Technology,region_2,Bachelor's,m,sourcing,1,34,3.0,5,0,77,1
Analytics,region_2,Bachelor's,m,sourcing,1,38,3.0,10,0,86,0
Sales & Marketing,region_13,Master's & above,m,other,4,35,3.0,9,0,47,0
Operations,region_2,Bachelor's,f,sourcing,1,33,5.0,6,0,61,0
Technology,region_2,Bachelor's,f,other,2,33,5.0,3,0,81,0
Sales & Marketing,region_4,Master's & above,m,other,2,50,1.0,19,0,46,0
Sales & Marketing,region_26,Bachelor's,f,other,1,26,1.0,2,0,47,0
Finance,region_11,Bachelor's,f,sourcing,1,30,4.0,2,0,61,0
Finance,region_11,Bachelor's,m,other,1,30,5.0,4,0,64,1
R&D,region_32,Bachelor's,m,sourcing,1,34,3.0,5,0,86,0
Operations,region_13,Bachelor's,f,sourcing,1,33,5.0,7,0,62,0
Procurement,region_7,Bachelor's,m,other,1,36,3.0,4,0,66,0
Procurement,region_4,Master's & above,m,sourcing,1,36,5.0,3,0,72,0
Technology,region_9,Bachelor's,f,other,1,28,3.0,4,0,81,0
Technology,region_33,Bachelor's,f,other,1,26,4.0,3,0,80,0
Operations,region_2,Bachelor's,m,sourcing,1,33,2.0,8,0,63,0
Procurement,region_2,Bachelor's,f,sourcing,1,46,4.0,20,0,70,0
Sales & Marketing,region_20,Bachelor's,m,other,1,39,2.0,7,0,49,0
Sales & Marketing,region_26,Unidentified,m,sourcing,1,27,3.0,3,0,52,0
Technology,region_31,Bachelor's,m,sourcing,1,37,4.0,7,0,79,0
Operations,region_7,Bachelor's,f,sourcing,1,31,5.0,6,0,59,0
Analytics,region_4,Master's & above,m,other,2,36,4.0,7,0,86,0
Sales & Marketing,region_22,Unidentified,m,other,2,25,1.0,3,0,46,0
Sales & Marketing,region_20,Bachelor's,m,other,2,29,2.0,6,0,51,0
Technology,region_7,Master's & above,m,sourcing,1,33,2.0,7,0,77,0
Sales & Marketing,region_2,Master's & above,m,other,4,38,4.0,7,0,54,0
Finance,region_2,Bachelor's,m,sourcing,1,40,5.0,6,0,55,0
Operations,region_2,Bachelor's,m,sourcing,1,40,3.0,8,0,58,1
Analytics,region_28,Master's & above,m,other,1,33,3.0,7,0,89,1
Sales & Marketing,region_17,Bachelor's,m,other,2,36,5.0,7,0,50,0
Operations,region_2,Master's & above,m,other,1,36,2.0,8,1,64,0
Analytics,region_11,Bachelor's,m,other,3,26,3.0,2,0,85,0
HR,region_15,Bachelor's,m,other,1,33,3.0,10,0,53,0
Finance,region_28,Master's & above,m,sourcing,1,31,4.0,4,1,57,0
Procurement,region_17,Bachelor's,f,sourcing,1,28,2.0,5,0,71,0
Operations,region_15,Bachelor's,f,sourcing,1,25,3.0,3,0,61,0
Technology,region_5,Bachelor's,f,other,1,40,3.0,11,0,77,0
Analytics,region_7,Bachelor's,m,other,1,36,5.0,3,0,85,0
Technology,region_16,Bachelor's,m,other,2,32,3.0,6,1,81,0
Operations,region_17,Bachelor's,m,other,1,36,1.0,10,0,55,0
Technology,region_31,Bachelor's,f,other,1,31,5.0,6,0,92,1
Sales & Marketing,region_15,Bachelor's,m,other,1,32,4.0,7,0,50,0
Procurement,region_34,Master's & above,m,other,1,38,3.0,6,0,73,0
Sales & Marketing,region_7,Bachelor's,m,sourcing,1,41,2.0,14,0,50,0
Technology,region_20,Master's & above,m,other,2,38,1.0,6,0,83,0
Sales & Marketing,region_2,Master's & above,m,other,1,49,1.0,15,0,63,1
Sales & Marketing,region_14,Bachelor's,m,other,1,23,0.0,1,0,48,0
Procurement,region_29,Bachelor's,m,sourcing,2,36,5.0,6,0,68,0
Procurement,region_16,Bachelor's,f,other,3,31,0.0,1,0,65,0
Analytics,region_7,Bachelor's,m,sourcing,2,42,5.0,13,0,85,0
R&D,region_22,Bachelor's,m,other,2,32,5.0,6,0,85,0
Procurement,region_2,Master's & above,f,other,1,42,5.0,5,0,69,0
Procurement,region_22,Bachelor's,m,other,2,29,4.0,3,0,71,0
Sales & Marketing,region_7,Bachelor's,m,other,1,40,4.0,5,0,51,0
Operations,region_3,Bachelor's,m,sourcing,1,26,3.0,3,0,57,0
HR,region_2,Bachelor's,m,other,1,42,3.0,12,0,52,0
Finance,region_32,Bachelor's,m,other,1,31,2.0,2,0,73,1
Procurement,region_2,Below Secondary,m,sourcing,1,24,0.0,1,0,68,0
Operations,region_2,Unidentified,m,other,1,50,3.0,4,0,61,0
HR,region_2,Master's & above,m,sourcing,1,50,4.0,12,0,50,0
Legal,region_2,Bachelor's,m,other,3,43,2.0,6,0,61,0
Sales & Marketing,region_25,Bachelor's,m,other,1,29,0.0,1,0,50,0
Sales & Marketing,region_8,Bachelor's,m,other,1,27,0.0,1,0,48,0
R&D,region_14,Bachelor's,m,sourcing,1,35,4.0,7,0,89,0
Legal,region_12,Bachelor's,m,other,1,35,5.0,7,0,59,0
Technology,region_11,Bachelor's,m,other,1,26,2.0,3,0,81,0
Procurement,region_4,Bachelor's,f,other,2,38,5.0,5,0,70,0
Sales & Marketing,region_28,Bachelor's,m,sourcing,1,40,3.0,5,0,52,0
Operations,region_22,Master's & above,f,other,1,33,4.0,4,0,54,0
Sales & Marketing,region_2,Master's & above,m,other,1,35,4.0,6,0,61,1
Technology,region_33,Master's & above,m,other,1,32,2.0,5,0,82,0
Finance,region_27,Bachelor's,f,other,1,29,0.0,1,0,72,1
Legal,region_7,Bachelor's,m,sourcing,1,39,3.0,10,0,64,0
Sales & Marketing,region_7,Bachelor's,m,other,1,31,5.0,3,0,48,0
Sales & Marketing,region_2,Bachelor's,m,other,2,33,4.0,6,0,50,0
Procurement,region_24,Bachelor's,m,other,1,26,3.0,2,0,67,0
Technology,region_13,Bachelor's,m,other,1,35,2.0,2,0,80,0
Procurement,region_8,Master's & above,m,sourcing,1,38,5.0,5,0,66,0
HR,region_7,Bachelor's,f,other,1,28,4.0,5,0,50,0
Operations,region_26,Master's & above,m,sourcing,1,42,5.0,7,0,61,0
Sales & Marketing,region_34,Bachelor's,m,other,1,33,3.0,10,0,48,0
Sales & Marketing,region_26,Master's & above,m,sourcing,1,41,3.0,11,0,45,0
Finance,region_2,Bachelor's,m,sourcing,4,39,3.0,12,0,58,0
Finance,region_26,Bachelor's,m,sourcing,2,33,4.0,6,1,57,0
Sales & Marketing,region_13,Unidentified,m,other,1,40,5.0,3,0,49,0
Sales & Marketing,region_12,Bachelor's,f,other,2,26,0.0,1,0,50,0
Sales & Marketing,region_22,Bachelor's,m,other,1,29,3.0,3,0,49,0
Technology,region_4,Bachelor's,f,other,1,32,4.0,3,0,82,0
Sales & Marketing,region_13,Master's & above,m,other,1,44,5.0,16,0,49,0
R&D,region_2,Bachelor's,f,other,1,34,3.0,7,0,82,0
HR,region_2,Bachelor's,f,other,1,41,3.0,6,0,50,0
Operations,region_8,Master's & above,f,sourcing,1,39,5.0,9,0,60,0
Operations,region_11,Bachelor's,m,other,1,32,5.0,6,0,58,0
Legal,region_2,Bachelor's,m,other,1,28,5.0,2,0,59,0
Technology,region_31,Bachelor's,m,other,1,36,2.0,10,0,81,0
Analytics,region_22,Bachelor's,m,sourcing,3,28,2.0,2,0,78,0
Sales & Marketing,region_13,Unidentified,m,sourcing,1,48,3.0,4,0,54,0
Analytics,region_2,Bachelor's,m,other,2,26,5.0,2,0,83,0
Sales & Marketing,region_2,Unidentified,m,other,1,31,5.0,4,0,51,0
Analytics,region_28,Bachelor's,m,other,2,35,3.0,4,0,87,0
Sales & Marketing,region_22,Master's & above,f,other,1,31,4.0,4,0,53,0
Analytics,region_13,Bachelor's,m,other,1,27,3.0,3,0,87,0
Procurement,region_16,Master's & above,f,sourcing,1,39,5.0,10,0,70,0
Technology,region_2,Master's & above,f,other,1,32,5.0,2,0,78,0
Technology,region_23,Bachelor's,m,other,1,25,1.0,2,0,79,0
Operations,region_5,Bachelor's,m,other,1,30,1.0,2,0,59,0
Finance,region_22,Bachelor's,m,sourcing,1,27,1.0,3,0,55,0
Sales & Marketing,region_7,Bachelor's,m,referred,1,33,3.0,9,0,50,0
Sales & Marketing,region_19,Bachelor's,m,sourcing,1,46,3.0,6,0,53,0
Sales & Marketing,region_24,Master's & above,m,sourcing,1,40,3.0,4,0,52,0
Operations,region_2,Master's & above,m,referred,1,39,5.0,5,0,71,1
Analytics,region_22,Master's & above,m,sourcing,1,29,4.0,4,0,84,0
Sales & Marketing,region_7,Bachelor's,m,other,1,40,4.0,6,0,46,0
Technology,region_2,Unidentified,f,other,1,54,3.0,5,0,78,0
Operations,region_2,Bachelor's,m,other,1,44,5.0,15,0,58,0
Procurement,region_2,Bachelor's,m,other,1,28,5.0,2,0,69,0
Technology,region_3,Bachelor's,f,sourcing,1,30,2.0,7,0,80,0
Procurement,region_28,Master's & above,m,sourcing,2,32,2.0,3,0,67,0
Technology,region_23,Master's & above,m,sourcing,1,33,5.0,7,0,80,1
Procurement,region_7,Master's & above,m,other,1,38,5.0,12,0,92,1
Procurement,region_2,Bachelor's,m,sourcing,1,50,3.0,4,1,69,0
Sales & Marketing,region_9,Master's & above,m,other,1,29,3.0,4,0,66,1
Sales & Marketing,region_19,Bachelor's,m,other,2,34,1.0,7,0,48,0
Sales & Marketing,region_12,Bachelor's,f,sourcing,1,26,1.0,2,0,45,0
R&D,region_22,Bachelor's,m,sourcing,1,30,0.0,1,1,88,1
Procurement,region_2,Bachelor's,m,sourcing,1,42,5.0,8,0,70,0
Finance,region_2,Below Secondary,f,sourcing,1,24,3.0,2,0,61,0
Operations,region_22,Bachelor's,m,other,1,34,5.0,9,0,59,1
Sales & Marketing,region_22,Bachelor's,f,other,1,31,1.0,3,0,50,0
Technology,region_2,Bachelor's,f,sourcing,1,26,4.0,2,0,82,0
Technology,region_11,Bachelor's,m,other,1,35,2.0,10,0,83,0
Sales & Marketing,region_27,Master's & above,f,other,1,32,3.0,6,0,49,0
Procurement,region_17,Master's & above,f,sourcing,1,44,3.0,6,0,69,0
Operations,region_22,Bachelor's,m,other,1,37,4.0,7,0,58,0
Analytics,region_27,Bachelor's,m,sourcing,1,35,5.0,2,0,77,0
HR,region_7,Below Secondary,f,other,1,26,0.0,1,0,49,0
Analytics,region_2,Bachelor's,m,sourcing,1,26,2.0,5,0,80,0
Technology,region_13,Master's & above,m,sourcing,1,35,4.0,10,0,82,1
Technology,region_2,Bachelor's,f,other,2,32,3.0,10,0,78,0
Technology,region_10,Master's & above,f,sourcing,1,40,4.0,6,0,77,0
Analytics,region_29,Bachelor's,m,other,1,33,5.0,7,0,84,0
Procurement,region_13,Bachelor's,m,sourcing,1,30,1.0,3,0,71,0
Sales & Marketing,region_31,Bachelor's,m,other,1,24,0.0,1,0,50,0
Operations,region_27,Bachelor's,f,sourcing,3,29,5.0,3,0,63,0
Procurement,region_6,Bachelor's,f,sourcing,1,27,3.0,2,0,69,0
HR,region_2,Bachelor's,m,sourcing,1,49,4.0,7,0,50,0
Finance,region_2,Bachelor's,f,other,2,33,1.0,7,0,58,0
Operations,region_22,Master's & above,m,other,1,51,1.0,5,0,59,0
Procurement,region_19,Master's & above,f,sourcing,1,37,3.0,5,0,68,0
Sales & Marketing,region_16,Bachelor's,m,other,2,26,4.0,4,0,43,0
Sales & Marketing,region_23,Bachelor's,m,sourcing,1,26,4.0,2,0,53,0
Technology,region_22,Master's & above,m,sourcing,2,39,2.0,5,0,79,0
Operations,region_16,Bachelor's,m,other,2,33,3.0,3,0,62,0
Sales & Marketing,region_21,Bachelor's,m,sourcing,2,34,3.0,10,0,50,0
Sales & Marketing,region_2,Bachelor's,m,other,1,42,2.0,11,0,48,0
Sales & Marketing,region_2,Master's & above,m,other,1,31,2.0,7,0,53,0
Technology,region_2,Master's & above,m,sourcing,1,43,4.0,14,0,77,0
Operations,region_14,Master's & above,m,other,1,36,2.0,2,0,55,0
Sales & Marketing,region_15,Unidentified,m,other,1,32,3.0,6,0,54,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,2,36,4.0,8,0,48,0
Technology,region_27,Bachelor's,m,other,1,34,4.0,7,0,77,0
Sales & Marketing,region_31,Bachelor's,f,sourcing,1,29,2.0,2,0,49,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,1.0,4,0,49,0
Sales & Marketing,region_22,Bachelor's,m,other,1,51,3.0,4,0,49,0
Technology,region_7,Bachelor's,m,sourcing,1,32,5.0,3,0,78,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,2,39,5.0,2,0,51,0
Procurement,region_21,Bachelor's,m,other,1,46,3.0,4,0,70,0
Sales & Marketing,region_2,Master's & above,m,other,1,30,1.0,4,0,50,0
Operations,region_31,Bachelor's,m,sourcing,1,41,5.0,5,0,58,0
Sales & Marketing,region_24,Bachelor's,m,sourcing,1,32,3.0,7,0,49,0
R&D,region_4,Master's & above,m,other,1,36,3.0,2,0,87,0
Operations,region_2,Bachelor's,f,sourcing,1,30,0.0,1,0,58,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,1,31,3.0,6,0,49,0
Operations,region_26,Bachelor's,m,sourcing,1,33,3.0,4,0,58,0
Sales & Marketing,region_11,Bachelor's,m,other,4,30,3.0,5,0,49,0
Technology,region_7,Bachelor's,m,other,3,48,3.0,16,0,78,0
Operations,region_27,Bachelor's,m,other,2,27,3.0,3,0,65,0
Procurement,region_2,Bachelor's,m,other,1,30,3.0,6,0,73,0
Analytics,region_16,Bachelor's,m,other,1,38,3.0,9,0,83,0
HR,region_7,Bachelor's,f,other,1,32,5.0,5,0,47,0
Sales & Marketing,region_15,Unidentified,m,other,1,41,2.0,6,0,48,0
Sales & Marketing,region_13,Bachelor's,f,other,1,36,3.0,3,0,50,0
Technology,region_7,Master's & above,m,sourcing,1,35,5.0,3,0,77,0
Procurement,region_33,Bachelor's,m,other,1,31,3.0,3,0,71,0
Operations,region_28,Bachelor's,f,other,1,29,0.0,1,0,59,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,1,33,3.0,8,0,54,0
Sales & Marketing,region_22,Bachelor's,m,other,2,36,3.0,8,0,50,0
Operations,region_16,Bachelor's,f,other,1,34,4.0,7,0,62,0
Operations,region_15,Bachelor's,m,other,1,39,2.0,3,0,58,0
Sales & Marketing,region_22,Bachelor's,m,other,1,24,0.0,1,0,50,0
Technology,region_12,Master's & above,m,other,1,33,3.0,7,0,76,0
Sales & Marketing,region_15,Bachelor's,m,other,1,28,4.0,2,0,47,0
Procurement,region_10,Master's & above,m,other,1,38,4.0,10,0,65,0
Finance,region_26,Bachelor's,m,other,1,28,3.0,3,0,62,0
Operations,region_31,Bachelor's,m,sourcing,1,34,5.0,3,0,59,0
Procurement,region_2,Bachelor's,m,sourcing,1,36,3.0,3,0,73,0
Procurement,region_4,Master's & above,m,sourcing,2,42,4.0,6,1,72,0
HR,region_7,Master's & above,f,other,1,33,4.0,5,0,48,1
Sales & Marketing,region_13,Bachelor's,m,other,1,40,5.0,4,0,50,0
Operations,region_12,Bachelor's,f,other,1,31,3.0,4,0,61,1
Analytics,region_13,Bachelor's,m,sourcing,1,34,5.0,5,0,84,0
Operations,region_33,Bachelor's,m,other,1,38,4.0,2,0,62,0
Sales & Marketing,region_22,Bachelor's,f,sourcing,1,25,5.0,3,0,48,0
Technology,region_2,Bachelor's,m,other,2,27,3.0,4,0,77,0
Technology,region_2,Below Secondary,m,other,2,24,0.0,1,0,80,1
Analytics,region_26,Bachelor's,m,other,1,27,4.0,4,0,81,0
HR,region_27,Bachelor's,m,other,1,33,3.0,3,0,52,0
Operations,region_13,Bachelor's,f,sourcing,1,36,3.0,4,0,61,0
Analytics,region_19,Bachelor's,m,other,2,34,4.0,3,0,81,0
Operations,region_22,Master's & above,m,other,1,32,3.0,2,0,60,0
Operations,region_6,Bachelor's,m,other,1,30,5.0,2,0,65,0
Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,3.0,4,0,49,0
Finance,region_2,Master's & above,f,sourcing,1,33,3.0,5,0,61,0
Operations,region_2,Master's & above,m,other,1,31,4.0,7,0,59,0
Sales & Marketing,region_2,Master's & above,m,other,1,43,4.0,16,0,48,0
Sales & Marketing,region_28,Bachelor's,m,other,1,40,5.0,9,0,50,0
Technology,region_7,Bachelor's,m,other,1,27,0.0,1,0,93,1
Sales & Marketing,region_2,Unidentified,f,other,1,46,1.0,10,0,49,0
Operations,region_13,Bachelor's,m,other,1,46,2.0,7,0,58,0
Finance,region_28,Below Secondary,f,other,1,26,0.0,1,0,61,0
Operations,region_2,Bachelor's,m,other,1,34,4.0,10,0,60,0
Sales & Marketing,region_26,Unidentified,m,other,1,31,4.0,7,0,49,0
Procurement,region_2,Master's & above,m,referred,1,41,3.0,7,0,68,0
HR,region_2,Bachelor's,f,other,1,30,3.0,2,0,46,0
Procurement,region_2,Bachelor's,m,other,1,27,2.0,1,0,70,0
Sales & Marketing,region_8,Bachelor's,f,sourcing,1,27,3.0,2,0,50,0
Technology,region_2,Bachelor's,m,other,1,51,3.0,20,0,76,0
Operations,region_29,Bachelor's,m,other,1,32,2.0,8,0,56,0
Sales & Marketing,region_15,Bachelor's,m,other,1,44,3.0,14,0,49,0
Technology,region_7,Bachelor's,m,referred,1,28,3.0,4,0,78,0
Analytics,region_22,Bachelor's,m,sourcing,2,27,1.0,3,0,80,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,3.0,9,0,52,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,1,48,3.0,9,0,50,0
Sales & Marketing,region_5,Bachelor's,m,sourcing,1,25,4.0,2,0,47,0
Finance,region_28,Master's & above,f,sourcing,1,33,4.0,3,0,66,0
Sales & Marketing,region_1,Bachelor's,m,sourcing,2,28,1.0,4,0,52,0
Procurement,region_13,Master's & above,f,other,3,30,3.0,3,0,65,0
R&D,region_2,Master's & above,m,sourcing,5,42,3.0,7,0,90,0
Operations,region_20,Bachelor's,f,sourcing,1,27,3.0,4,0,60,0
Sales & Marketing,region_17,Bachelor's,m,other,2,36,4.0,8,0,50,0
Sales & Marketing,region_14,Unidentified,m,sourcing,2,25,0.0,1,0,53,0
Procurement,region_26,Master's & above,m,sourcing,1,34,3.0,4,0,67,0
Analytics,region_2,Bachelor's,m,other,1,49,4.0,10,0,85,0
Sales & Marketing,region_21,Master's & above,m,other,2,31,3.0,4,0,51,0
Sales & Marketing,region_7,Bachelor's,m,sourcing,1,37,5.0,8,0,53,0
Sales & Marketing,region_15,Bachelor's,f,other,1,32,4.0,6,1,50,0
Sales & Marketing,region_14,Master's & above,m,sourcing,1,36,3.0,4,0,51,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,46,3.0,4,0,49,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,3.0,3,0,48,1
Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,3.0,9,0,48,0
Legal,region_2,Bachelor's,m,other,1,32,1.0,3,0,54,0
Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,5.0,7,0,53,0
Sales & Marketing,region_7,Master's & above,m,other,1,37,2.0,9,0,46,0
Procurement,region_23,Master's & above,f,sourcing,1,34,3.0,9,0,68,0
Procurement,region_2,Below Secondary,m,other,2,25,0.0,1,0,71,0
Finance,region_26,Bachelor's,f,other,1,28,0.0,1,0,59,0
Sales & Marketing,region_2,Master's & above,m,other,1,32,5.0,6,0,48,0
Legal,region_5,Bachelor's,m,sourcing,1,32,0.0,1,0,62,0
Analytics,region_2,Bachelor's,m,sourcing,1,45,5.0,15,0,88,0
Sales & Marketing,region_5,Bachelor's,m,other,1,33,3.0,10,0,52,0
Legal,region_7,Bachelor's,m,other,1,36,4.0,5,0,57,0
Procurement,region_23,Bachelor's,m,sourcing,1,33,4.0,9,0,69,0
Operations,region_15,Master's & above,m,sourcing,1,44,4.0,5,0,59,0
Sales & Marketing,region_1,Bachelor's,m,other,1,36,4.0,3,0,49,0
Operations,region_2,Below Secondary,f,sourcing,1,21,0.0,1,0,62,0
Sales & Marketing,region_2,Master's & above,f,other,1,39,3.0,8,0,48,0
Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,2.0,4,0,53,0
Analytics,region_25,Bachelor's,m,sourcing,2,30,4.0,4,0,83,0
Operations,region_15,Bachelor's,m,sourcing,1,34,4.0,5,0,64,0
Sales & Marketing,region_4,Master's & above,f,sourcing,1,35,1.0,10,0,48,0
Procurement,region_34,Master's & above,m,other,1,40,3.0,6,0,68,0
Operations,region_8,Bachelor's,m,sourcing,1,30,5.0,8,0,58,0
Technology,region_5,Bachelor's,f,other,1,25,5.0,3,0,74,0
Operations,region_2,Bachelor's,f,other,2,40,3.0,7,0,56,0
Sales & Marketing,region_7,Bachelor's,m,sourcing,2,30,4.0,2,0,47,0
Analytics,region_22,Bachelor's,m,other,1,25,4.0,2,0,89,0
Operations,region_22,Bachelor's,m,other,1,26,3.0,2,0,56,0
Operations,region_30,Bachelor's,f,sourcing,1,38,5.0,9,0,58,0
Technology,region_27,Master's & above,m,other,2,38,3.0,2,0,82,0
Procurement,region_12,Bachelor's,f,other,1,29,5.0,3,0,66,0
Procurement,region_7,Bachelor's,m,other,1,32,4.0,7,0,67,0
Technology,region_13,Bachelor's,m,sourcing,2,30,5.0,7,0,79,0
Procurement,region_13,Master's & above,m,sourcing,1,40,4.0,8,0,72,0
Finance,region_22,Bachelor's,m,sourcing,3,32,0.0,1,0,62,0
Technology,region_11,Master's & above,f,sourcing,1,32,3.0,7,0,82,0
Procurement,region_30,Bachelor's,f,sourcing,1,35,3.0,5,0,69,0
Procurement,region_31,Master's & above,m,sourcing,1,40,3.0,5,0,95,1
Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,1.0,8,0,48,0
Sales & Marketing,region_30,Bachelor's,m,other,1,42,5.0,3,0,51,0
Technology,region_16,Below Secondary,f,other,1,23,0.0,1,0,76,0
Legal,region_22,Bachelor's,m,other,3,24,1.0,2,0,56,0
Operations,region_4,Master's & above,f,sourcing,1,37,5.0,2,0,60,0
Sales & Marketing,region_25,Master's & above,m,other,1,35,2.0,7,0,46,0
Procurement,region_10,Bachelor's,f,other,1,30,5.0,9,0,73,0
Sales & Marketing,region_28,Unidentified,m,other,1,36,4.0,9,0,50,0
Sales & Marketing,region_23,Bachelor's,m,other,1,33,5.0,6,0,43,0
Technology,region_2,Bachelor's,m,other,1,32,5.0,7,0,80,0
HR,region_2,Master's & above,f,other,1,35,4.0,10,0,53,0
Finance,region_2,Bachelor's,m,sourcing,1,28,2.0,3,0,59,0
Procurement,region_7,Bachelor's,f,other,1,33,1.0,7,0,69,0
Procurement,region_26,Bachelor's,m,sourcing,1,35,3.0,5,0,70,0
HR,region_2,Bachelor's,f,other,1,35,4.0,4,0,47,0
Sales & Marketing,region_1,Bachelor's,f,other,1,33,3.0,9,0,51,0
Operations,region_17,Bachelor's,m,sourcing,1,27,3.0,3,0,58,0
Analytics,region_15,Bachelor's,m,other,1,36,4.0,9,0,82,0
Technology,region_23,Bachelor's,m,other,1,29,3.0,3,0,80,0
Operations,region_31,Bachelor's,f,sourcing,1,37,4.0,6,0,59,0
Operations,region_7,Bachelor's,f,other,1,31,5.0,4,0,61,0
Analytics,region_22,Unidentified,m,sourcing,3,26,5.0,2,0,84,0
HR,region_7,Bachelor's,f,other,1,32,5.0,4,0,53,0
Technology,region_32,Bachelor's,m,sourcing,1,28,0.0,1,0,79,0
Technology,region_27,Bachelor's,m,other,1,27,3.0,2,0,83,0
Technology,region_2,Bachelor's,f,other,1,50,3.0,6,0,82,0
Procurement,region_8,Master's & above,f,sourcing,1,44,3.0,3,0,74,1
Finance,region_2,Bachelor's,f,other,3,33,5.0,2,0,63,0
Sales & Marketing,region_28,Bachelor's,m,other,1,34,2.0,7,0,54,0
HR,region_2,Master's & above,f,sourcing,1,31,5.0,8,0,51,0
Technology,region_26,Bachelor's,m,sourcing,3,27,4.0,4,0,80,0
Technology,region_16,Master's & above,m,sourcing,1,52,4.0,21,0,77,0
HR,region_20,Master's & above,m,other,1,36,5.0,3,0,49,0
HR,region_23,Bachelor's,f,other,1,30,0.0,1,0,52,0
Operations,region_7,Bachelor's,m,sourcing,1,29,5.0,6,0,62,0
Operations,region_2,Master's & above,m,sourcing,1,36,4.0,7,0,55,0
Finance,region_11,Bachelor's,m,other,1,31,4.0,5,0,60,0
Operations,region_30,Bachelor's,m,other,1,31,3.0,1,0,57,0
Technology,region_1,Master's & above,m,other,1,30,3.0,3,1,81,1
Technology,region_15,Master's & above,m,other,1,33,3.0,4,0,80,0
Sales & Marketing,region_17,Master's & above,m,sourcing,1,33,3.0,4,0,50,0
Operations,region_2,Master's & above,m,sourcing,1,31,5.0,3,0,64,0
Analytics,region_8,Bachelor's,m,sourcing,1,29,2.0,2,0,83,0
Analytics,region_2,Bachelor's,m,sourcing,1,47,5.0,6,0,85,0
Sales & Marketing,region_13,Bachelor's,m,other,1,39,2.0,4,0,50,0
Procurement,region_7,Master's & above,f,sourcing,1,40,3.0,10,0,69,0
Operations,region_2,Master's & above,m,sourcing,1,39,3.0,13,0,62,0
Sales & Marketing,region_28,Master's & above,f,other,3,31,1.0,5,0,49,0
Sales & Marketing,region_5,Bachelor's,m,other,1,34,2.0,10,0,53,0
Technology,region_15,Master's & above,m,sourcing,1,48,1.0,3,0,83,0
Analytics,region_22,Bachelor's,m,sourcing,1,29,5.0,2,0,88,1
Sales & Marketing,region_27,Bachelor's,m,other,1,28,0.0,1,0,48,0
Sales & Marketing,region_5,Master's & above,m,other,2,35,3.0,8,0,49,0
Operations,region_27,Bachelor's,m,other,1,41,5.0,6,0,56,0
Operations,region_2,Bachelor's,m,sourcing,1,36,1.0,6,0,61,0
Sales & Marketing,region_11,Master's & above,m,sourcing,1,31,3.0,5,0,51,0
Sales & Marketing,region_29,Bachelor's,m,other,1,29,2.0,8,0,51,0
Operations,region_15,Bachelor's,m,other,1,46,3.0,15,0,61,0
Analytics,region_29,Bachelor's,f,other,1,30,5.0,4,0,86,1
